,value
Annual return,0.31012714119931006
Cumulative returns,3.223492235962733
Annual volatility,0.25285098023071323
Sharpe ratio,1.196007032495101
Calmar ratio,0.6883087877184004
Stability,0.7599475736787311
Max drawdown,-0.45056397177103696
Omega ratio,1.2482294187482945
Sortino ratio,1.6723705424089377
Skew,-0.6275755001037272
Kurtosis,3.6677251536347244
Tail ratio,0.9896785419823486
Daily value at risk,-0.030656183328822636
Alpha,0.23288184156114444
Beta,0.7841288962514082
