,value
Annual return,0.34782584105438086
Cumulative returns,3.9133777230766986
Annual volatility,0.1975151451028133
Sharpe ratio,1.6106962769846396
Calmar ratio,1.7200328302103434
Stability,0.7001865411905296
Max drawdown,-0.20222046634531105
Omega ratio,1.4218068418234548
Sortino ratio,2.496179599306755
Skew,0.08375407875817978
Kurtosis,6.601536230827033
Tail ratio,1.271073832201991
Daily value at risk,-0.02362212119232298
Alpha,0.29347788165148336
Beta,0.5117099891674558
