,value
Annual return,0.2690024724269291
Cumulative returns,2.5628688044965826
Annual volatility,0.19851831667991968
Sharpe ratio,1.300020990115642
Calmar ratio,1.1313858856873895
Stability,0.6481498207126596
Max drawdown,-0.2377636806592234
Omega ratio,1.267534450783676
Sortino ratio,1.8954857899981943
Skew,-0.3464119172198617
Kurtosis,2.3261454935251775
Tail ratio,1.0787292082827644
Daily value at risk,-0.023986838019478082
Alpha,0.21717678931595508
Beta,0.5184269881998943
