,value
Annual return,0.5410897708357107
Cumulative returns,9.0403534484587
Annual volatility,0.2114719664319708
Sharpe ratio,2.152706102246558
Calmar ratio,2.3032409491488406
Stability,0.9325403474852186
Max drawdown,-0.2349253867840747
Omega ratio,1.4268856517490038
Sortino ratio,3.2307467818545845
Skew,-0.3327749725843192
Kurtosis,0.911725648026319
Tail ratio,1.0541664746850412
Daily value at risk,-0.02483646744721168
Alpha,0.45334336841014267
Beta,0.6839531708568632
