Order Id,Column,Index,Size,Price,Fees,Side
0,VN:BSI,2021-08-17,1513377.4074804606,19.227314500000002,46557.09339331463,Buy
1,VN:BSI,2021-08-27,1513377.4074804606,20.381431,49351.67553203503,Sell
2,VN:BSI,2021-10-14,1829378.0093154314,22.874124,66952.67108472693,Buy
3,VN:BSI,2021-10-26,1829378.0093154314,23.42398275,68562.1102934944,Sell
4,VN:BSI,2024-01-19,1325909.04815038,42.3120384,89763.06329639412,Buy
5,VN:BSI,2024-01-31,1325909.04815038,43.4690082,92217.5220584049,Sell
0,VN:BVH,2021-01-05,350545.3188143071,57.053964,32000.0,Buy
1,VN:BVH,2021-01-15,350545.3188143071,59.9931076,33648.48484848485,Sell
0,VN:CII,2022-05-05,2885209.862690664,17.049889999999998,78708.01725726547,Buy
1,VN:CII,2022-05-17,2885209.862690664,15.4999,71552.74296115043,Sell
0,VN:CMG,2025-04-15,2410140.2185527813,29.132,112339.52775500741,Buy
1,VN:CMG,2025-05-12,2410140.2185527813,30.814,118825.69711117663,Sell
0,VN:CTD,2022-06-08,1304511.6081203034,37.478,78224.77767861237,Buy
1,VN:CTD,2022-06-20,1304511.6081203034,32.975,68826.03244442721,Sell
2,VN:CTD,2022-12-07,991290.4642893338,21.255,33711.80610955134,Buy
3,VN:CTD,2022-12-19,991290.4642893338,24.632,39067.94674619979,Sell
0,VN:CTR,2021-01-05,477660.08501303435,41.8707793,32000.0,Buy
1,VN:CTR,2021-01-15,477660.08501303435,50.992830000000005,38971.58322056834,Sell
0,VN:CTS,2021-03-19,2670550.468927025,8.62470675,36852.34344891292,Buy
1,VN:CTS,2021-03-31,2670550.468927025,8.27471865,35356.886033594725,Sell
2,VN:CTS,2021-06-10,3022248.184117907,10.5996396,51255.58645344682,Buy
3,VN:CTS,2021-06-22,3022248.184117907,10.999626000000001,53189.7595271618,Sell
4,VN:CTS,2021-07-02,2637356.7608672753,12.9495597,54644.17412007906,Buy
5,VN:CTS,2021-07-26,2637356.7608672753,10.17465405,42934.70823720496,Sell
6,VN:CTS,2021-08-27,2365038.432517548,14.649501899999999,55434.61601718215,Buy
7,VN:CTS,2021-09-10,2365038.432517548,15.074487450000001,57042.78747160553,Sell
8,VN:CTS,2021-12-31,2134038.804262656,23.174212049999998,79127.46843665796,Buy
9,VN:CTS,2022-01-13,2134038.804262656,21.6492639,73920.5907941163,Sell
10,VN:CTS,2023-09-06,2659535.94117245,20.960009999999997,89190.23987573433,Buy
