,value
Annual return,0.4386937212529778
Cumulative returns,5.95821521829943
Annual volatility,0.2667363452364719
Sharpe ratio,1.4977932599905246
Calmar ratio,1.500463398996691
Stability,0.8433829595669506
Max drawdown,-0.29237215752568
Omega ratio,1.288722828525255
Sortino ratio,2.290951597650179
Skew,-0.030233564772248922
Kurtosis,0.3490562999837379
Tail ratio,1.110690847649842
Daily value at risk,-0.03202024016399198
Alpha,0.3770421917523932
Beta,0.6694633094281184
