,value
Start Index,2018-01-02 00:00:00
End Index,2026-05-29 00:00:00
Total Duration,2096 days 00:00:00
Start Value,100000000.0
Min Value,94020326.6687462
Max Value,438412488.52298313
End Value,382817453.59698516
Total Return [%],282.81745359698516
Benchmark Return [%],268.8496607630955
Position Coverage [%],64.07442748091603
Max Gross Exposure [%],100.0
Max Drawdown [%],42.09855211746924
Max Drawdown Duration,543 days 00:00:00
Total Orders,352
Total Fees Paid,22190545.55979129
Total Trades,177
Win Rate [%],56.25
Best Trade [%],210.53057948778476
Worst Trade [%],-36.044739336492896
Avg Winning Trade [%],17.466618641953275
Avg Losing Trade [%],-9.794461036343915
Avg Winning Trade Duration,24 days 17:27:16.363636363
Avg Losing Trade Duration,16 days 04:59:13.246753246
Profit Factor,1.8322020413370315
Expectancy,1609258.1355609775
Sharpe Ratio,1.1084153702054782
Calmar Ratio,0.6255504777569013
Omega Ratio,1.2344966487727025
Sortino Ratio,1.5377931063599517
