,value
Annual return,0.44121348179594855
Cumulative returns,6.023458474164883
Annual volatility,0.21497525558371808
Sharpe ratio,1.8087590284993575
Calmar ratio,1.9629288472523845
Stability,0.8030247361004982
Max drawdown,-0.22477303872401613
Omega ratio,1.395857014503906
Sortino ratio,2.788451959474879
Skew,-0.11446753659566225
Kurtosis,2.021147496857413
Tail ratio,1.199418128561947
Daily value at risk,-0.025541326735094457
Alpha,0.38640180467955654
Beta,0.5222016660597196
