,value
Annual return,0.5301563122530153
Cumulative returns,8.666240366267585
Annual volatility,0.21161694016390817
Sharpe ratio,2.1176617416764665
Calmar ratio,2.2626911842076343
Stability,0.9321852165027515
Max drawdown,-0.23430343298865564
Omega ratio,1.4207873283980466
Sortino ratio,3.1764102008648027
Skew,-0.3161703319744741
Kurtosis,0.9449513908177964
Tail ratio,1.0484180256803879
Daily value at risk,-0.024882922478213883
Alpha,0.44238409559843084
Beta,0.6879723769329097
