,value
Annual return,0.36724865576655064
Cumulative returns,4.302980461645648
Annual volatility,0.2965064111195476
Sharpe ratio,1.2042428490937327
Calmar ratio,1.2778929101891296
Stability,0.9196445411825771
Max drawdown,-0.287386096939999
Omega ratio,1.2251075998095093
Sortino ratio,1.7301037500892238
Skew,-0.3300581084357625
Kurtosis,1.1075656821261788
Tail ratio,0.8947458842097432
Daily value at risk,-0.03593936899286521
Alpha,0.2840085297890562
Beta,0.9020783522336224
