prediction_date,execution_date,symbol,target_weight,realized_forward_return,predicted_class,realized_class,score,score_prob,class_0_prob,class_1_prob,class_2_prob,class_3_prob,class_4_prob,class_3_4_prob
2021-01-04,2021-01-05,VN:LPB,0.25,0.0908564814814814,4,4.0,0.9440268998158082,0.5085963791834918,0.1343733877408529,0.15681537196704917,0.1700592415061254,0.12333347454667723,0.4154185242392953,0.5387519987859726
2021-01-04,2021-01-05,VN:DCM,0.25,0.007092198581560405,4,2.0,0.9152723563421912,0.49259389292820643,0.13038335546279914,0.16832117485521472,0.16310168559697738,0.13511055506601102,0.40308322901899774,0.5381937840850087
2021-01-04,2021-01-05,VN:EVF,0.25,0.04123711340206171,4,4.0,0.9093889418062252,0.4883356975033596,0.13345113794359975,0.15810935670463314,0.17144628380078922,0.13828954512743785,0.39870367642354,0.5369932215509778
2021-01-04,2021-01-05,VN:VIB,0.25,-0.0014782806458949471,4,2.0,0.8813476431168967,0.4730906999045727,0.12816473650686835,0.1709283862869682,0.1641258423905694,0.15086880101459024,0.3859122338010038,0.536781034815594
2021-01-14,2021-01-15,VN:EVF,0.25,-0.25233644859813087,4,0.0,1.091044903479851,0.6300806075254965,0.13039365507955591,0.147387788797824,0.1447165619188291,0.11664299008729301,0.46085900411649794,0.5775019942037909
2021-01-14,2021-01-15,VN:LPB,0.25,-0.166751398068124,4,0.0,1.0843412298934436,0.6223616377786358,0.12959249607307827,0.14648220270459808,0.1499716226005172,0.11592630556061057,0.4580273730611959,0.5739536786218065
2021-01-14,2021-01-15,VN:SHB,0.25,-0.2931860527016237,4,0.0,1.055271731474153,0.5983043081374044,0.12100437644137074,0.15216167724614374,0.15986688911518124,0.12572950499443725,0.44123755220286703,0.5669670571973042
2021-01-14,2021-01-15,VN:DXG,0.25,0.0,4,2.0,1.0270189032768284,0.5775172965327386,0.13236699308031089,0.15840243467079818,0.14690665134529352,0.11840821930127192,0.4439157016023255,0.5623239209035974
2021-01-26,2021-01-27,VN:LPB,0.25,0.05779735682819398,4,4.0,1.0866022557020187,0.620864080660223,0.1280255913734436,0.14301811158657074,0.1575751155614853,0.11423599720001221,0.45714518427848816,0.5713811814785004
2021-01-26,2021-01-27,VN:VIB,0.25,0.1315192743764173,4,4.0,1.042074626606903,0.592703099077643,0.12253731777752497,0.14904526810924454,0.15964519382844888,0.13506106529157366,0.43371115499320795,0.5687722202847816
2021-01-26,2021-01-27,VN:DGC,0.25,0.1393507521773556,4,4.0,1.0005478114134585,0.566897558346731,0.13820949814660094,0.14445377041937874,0.15074955600870651,0.13917047407495114,0.42741670135036264,0.5665871754253138
2021-01-26,2021-01-27,VN:DXG,0.25,0.1045454545454545,4,4.0,1.0436685250576034,0.5909169404481592,0.1313525040206501,0.15779381088144373,0.14466152134021823,0.11720457364635817,0.44898759011132977,0.5661921637576879
2021-02-05,2021-02-08,VN:PC1,0.25,0.10384615384615392,4,4.0,1.045095524674009,0.5952895910632137,0.12158437546526546,0.14910423422371819,0.1597083473270756,0.1357203095617821,0.43388273342215866,0.5696030429839407
2021-02-05,2021-02-08,VN:SJS,0.25,0.12569832402234637,4,4.0,1.0553819831059725,0.6009739124258863,0.1321053644112843,0.1529666322993738,0.14549066017947598,0.1178763425508414,0.4515610005590245,0.5694373431098658
2021-02-05,2021-02-08,VN:NKG,0.25,0.2402597402597404,4,4.0,1.0545656250287778,0.5984260122374788,0.132162813310707,0.14763981543898033,0.15273528256223448,0.11792759948753118,0.449534489200547,0.5674620886880781
2021-02-05,2021-02-08,VN:HSG,0.25,0.16242509144680528,4,4.0,1.0408716952930643,0.5867867571551822,0.1278978009208709,0.15714986856505078,0.15120680855522764,0.1187097000883475,0.44503582187050317,0.5637455219588506
2021-02-24,2021-02-25,VN:MBB,0.25,0.04629629629629628,4,4.0,1.0626407307499266,0.6160208203236439,0.12254598842693926,0.14660342763197426,0.15114306615291936,0.14239320906436098,0.4373143087238061,0.5797075177881671
2021-02-24,2021-02-25,VN:NKG,0.25,0.3374233128834354,4,4.0,1.0952066332101822,0.6307357541980516,0.12903936207294464,0.14415059983730316,0.1509043276309967,0.11514058709144592,0.46076512336730957,0.5759057104587555
2021-02-24,2021-02-25,VN:DIG,0.25,0.02580645161290307,4,3.0,1.052300165341058,0.6046842866199356,0.12366787989195555,0.15042039046393882,0.15128073885265866,0.13691832839271648,0.43771266239873047,0.574630990791447
2021-02-24,2021-02-25,VN:HSG,0.25,0.10374323731539681,4,4.0,1.083504345260366,0.6201786826593217,0.12536574339721754,0.15403870549624984,0.14821327560186645,0.11443614448147366,0.4579461310231925,0.5723822755046661
2021-03-08,2021-03-09,VN:MBB,0.25,0.0,4,2.0,1.0556863124230347,0.6079841403610936,0.12174398251223487,0.1456439858217829,0.15669839784644832,0.14146131909465726,0.43445231472487666,0.5759136338195339
2021-03-08,2021-03-09,VN:LPB,0.25,0.018961765620143067,4,3.0,1.073059306093002,0.6127359786852367,0.12899796760825788,0.15367150421195852,0.14631271471316154,0.11416334743919482,0.4568544660274272,0.571017813466622
2021-03-08,2021-03-09,VN:BSI,0.25,-0.052980132450331174,4,0.0,1.0525439809060104,0.5970937950392731,0.13166200624175348,0.14708035636393887,0.15397132359551924,0.11945529582145453,0.4478310179773339,0.5672863137987885
2021-03-08,2021-03-09,VN:CTS,0.25,-0.012698412698412764,4,2.0,1.0525439809060104,0.5970937950392731,0.13166200624175348,0.14708035636393887,0.15397132359551924,0.11945529582145453,0.4478310179773339,0.5672863137987885
2021-03-18,2021-03-19,VN:LPB,0.25,0.08294654888456354,4,4.0,1.1343838324540791,0.6664815597811067,0.12815964699386234,0.14316782888650256,0.14114514519069885,0.11435559072925115,0.4731717881996851,0.5875273789289363
2021-03-18,2021-03-19,VN:MBB,0.25,0.04109589041095907,4,4.0,1.0606354447915205,0.6155599003442784,0.12369630677865565,0.14796749586012234,0.14796722763923284,0.14255567747850667,0.43781329224348253,0.5803689697219891
2021-03-18,2021-03-19,VN:ACB,0.25,0.02356406480117834,4,3.0,1.027612157783184,0.5828207188100212,0.11989357590437477,0.15545884122234974,0.1574873810444932,0.13931122733603182,0.4278489744927505,0.5671602018287824
2021-03-18,2021-03-19,VN:DXG,0.25,-0.031746031746031744,4,1.0,1.040379211306572,0.5884179642168585,0.1322912573814392,0.1576232761144638,0.14450518786907196,0.11707791686058044,0.4485023617744446,0.565580278635025
2021-03-30,2021-03-31,VN:LPB,0.25,0.07222457328255039,4,4.0,1.0683159067858181,0.6137753353390148,0.14580627949968847,0.1399996845424246,0.13966796980050275,0.11182502407226658,0.46270104208511764,0.5745260661573842
2021-03-30,2021-03-31,VN:SHB,0.25,0.10643591130340724,4,4.0,1.0806627374492443,0.6169660454246045,0.130129448763761,0.1495777577413465,0.1493782759083345,0.11112208002078056,0.4597924375657774,0.570914517586558
2021-03-30,2021-03-31,VN:EVF,0.25,0.05504587155963292,4,4.0,1.0228419380101705,0.5744219854364389,0.12294451238918686,0.15419471378769511,0.16126668573369596,0.13092829384601334,0.4306657942434087,0.561594088089422
2021-03-30,2021-03-31,VN:VPB,0.25,0.11236970118137601,4,4.0,1.0094072969169512,0.5622348753052824,0.1302831341368427,0.17041014388814782,0.14231166455614067,0.11530073158891099,0.4416943258299578,0.5569950574188688
2021-04-09,2021-04-12,VN:VND,0.25,0.014206275717617567,4,3.0,1.0273455089482406,0.5819836207978729,0.13996099248441293,0.14752845795888733,0.14601795701722706,0.12234091287123217,0.44415167966824054,0.5664925925394727
2021-04-09,2021-04-12,VN:EVF,0.25,-0.08800000000000008,4,0.0,1.0620239963825941,0.60082764710715,0.12676122595725617,0.15545281536202407,0.15204766166139153,0.11310781369942705,0.4526304833199012,0.5657382970193282
2021-04-09,2021-04-12,VN:LPB,0.25,0.1266469481043293,4,4.0,1.035917550057787,0.5846039201401898,0.14321978283509773,0.15096343941268742,0.14148236705748463,0.10984133847176031,0.45449307222296986,0.5643344106947301
2021-04-09,2021-04-12,VN:PTB,0.25,-0.041178144564598784,4,1.0,0.978442503717095,0.5490416562714815,0.12565163526842804,0.1616657621661283,0.15154420742656036,0.14600182449828533,0.415136570640598,0.5611383951388833
2021-04-22,2021-04-23,VN:VTP,0.25,0.08343436570042972,4,4.0,1.0277567514108643,0.5881375488329109,0.13744299523362502,0.14355944524882572,0.14674391289782265,0.13527937636611986,0.43697427025360674,0.5722536466197266
2021-04-22,2021-04-23,VN:LPB,0.25,0.1808151609553479,4,4.0,1.0291166603565216,0.5839920483365013,0.14020229876041412,0.1477828025817871,0.14454565942287445,0.122551828622818,0.4449174106121063,0.5674692392349243
2021-04-22,2021-04-23,VN:VND,0.25,0.1885714285714284,4,4.0,0.9926910845791791,0.5529493782946978,0.1412600459440063,0.14889775549391857,0.15282160385299334,0.12347642608306764,0.4335441686260142,0.5570205947090818
2021-04-22,2021-04-23,VN:SHB,0.25,-0.05881813176729678,4,0.0,1.002205923298266,0.5575382604613309,0.1348570347513423,0.1666949614895118,0.14213692287222696,0.11515914418514718,0.4411519367017718,0.5563110808869189
2021-05-06,2021-05-07,VN:TCB,0.25,0.08067180616740077,4,4.0,1.0034466235802584,0.5714875508949537,0.14007027029781727,0.14520269199601735,0.14520242377512385,0.13989199281060716,0.4296326211204344,0.5695246139310415
2021-05-06,2021-05-07,VN:DGC,0.25,0.07433940105695824,4,4.0,0.9985681176612342,0.567324286231027,0.13972919762941605,0.14728416063534736,0.14484884903285358,0.13955135227586768,0.42858644042651534,0.568137792702383
2021-05-06,2021-05-07,VN:MBB,0.25,0.09968354430379733,4,4.0,1.0291432137915013,0.58338858404624,0.12081883667679374,0.15134477389835158,0.16096816717135656,0.13923950285852696,0.42762871939497116,0.5668682222534981
2021-05-06,2021-05-07,VN:LPB,0.25,0.12507333098674178,4,4.0,0.9684548531702928,0.542796925758024,0.14555303535531408,0.15618766611534854,0.13778203520503587,0.1328415999883175,0.427635663335984,0.5604772633243015
2021-05-18,2021-05-19,VN:FTS,0.25,0.4811798099469333,4,4.0,1.1049152463674545,0.6402051518290248,0.12639018893241882,0.154997780919075,0.13919641077518463,0.1127767264842987,0.4666388928890228,0.5794156193733215
2021-05-18,2021-05-19,VN:MBB,0.25,0.2357357357357357,4,4.0,1.0463483078991267,0.6030576807579591,0.12283867518940511,0.15387493830267754,0.14694132415598693,0.14156729523758846,0.43477776711434196,0.5763450623519304
2021-05-18,2021-05-19,VN:HDB,0.25,0.16995493239859805,4,4.0,1.0430756211280823,0.5953462888959216,0.1216484010219574,0.1455177664756775,0.16207340359687805,0.1401955485343933,0.43056488037109375,0.5707604289054871
2021-05-18,2021-05-19,VN:VCI,0.25,0.16665499614872914,4,4.0,1.0330766292890654,0.5836830557629635,0.14728507509294952,0.1414196054743201,0.1463003914527624,0.11295919949530958,0.45203572848465834,0.564994927979968
2021-05-28,2021-05-31,VN:HDB,0.25,0.05784121653139285,4,4.0,1.0328220114340478,0.5875668181500603,0.12125071341168671,0.15188577092204522,0.157968961091237,0.1397372272728133,0.42915732730221773,0.568894554575031
