Order Id,Column,Index,Size,Price,Fees,Side
0,VN:ANV,2021-06-22,1888902.8782366484,13.1242329,39664.64207913299,Buy
1,VN:ANV,2021-07-02,1888902.8782366484,14.01217605,42348.22347392581,Sell
2,VN:ANV,2022-04-21,2068225.0281839787,21.144197499999997,69969.53355258418,Buy
3,VN:ANV,2022-05-05,2068225.0281839787,20.253915499999998,67023.44792931748,Sell
4,VN:ANV,2022-09-20,2419215.2963002613,20.3874578,78914.63961989772,Buy
5,VN:ANV,2022-10-04,2419215.2963002613,15.579934999999999,60305.947307782095,Sell
6,VN:ANV,2022-11-15,5370875.013134663,7.4156117,63725.3177386225,Buy
7,VN:ANV,2022-11-25,5370875.013134663,9.00467135,77380.74296832732,Sell
8,VN:ANV,2023-11-01,4588099.862996239,12.397943999999999,91012.80826853607,Buy
9,VN:ANV,2023-11-13,4588099.862996239,13.8046338,101339.2615143892,Sell
10,VN:ANV,2024-12-13,3369503.9332585293,19.89344805,107249.68232087877,Buy
11,VN:ANV,2025-01-07,3369503.9332585293,18.15095625,97855.54956284558,Sell
12,VN:ANV,2025-09-15,4714533.3428878,28.267089199999997,213225.8152636538,Buy
13,VN:ANV,2025-09-25,4714533.3428878,27.25063565,205558.44861889913,Sell
14,VN:ANV,2025-10-07,4387173.08250281,29.186737649999998,204875.63165464211,Buy
15,VN:ANV,2025-10-17,4387173.08250281,30.929229449999998,217107.0126489491,Sell
0,VN:BCM,2022-02-11,487635.04042178893,74.96,58484.996208027675,Buy
1,VN:BCM,2022-03-07,487635.04042178893,72.591,56636.66435081293,Sell
2,VN:BCM,2022-08-25,574876.4411570876,85.858,78972.38637578436,Buy
3,VN:BCM,2022-09-30,574876.4411570876,85.858,78972.38637578436,Sell
4,VN:BCM,2026-04-24,2908277.1607579337,54.2,252205.79538092806,Buy
5,VN:BCM,2026-05-11,2908277.1607579337,52.0,241968.6597750601,Sell
0,VN:BID,2023-02-21,1412802.8706428108,33.5489175,75836.81112153413,Buy
1,VN:BID,2023-03-15,1412802.8706428108,33.9478776,76738.65428081724,Sell
0,VN:BMP,2023-05-15,870220.3554339682,57.327,79819.39570554096,Buy
1,VN:BMP,2023-05-25,870220.3554339682,57.82,80505.82552190727,Sell
2,VN:BMP,2024-09-26,592897.2018715772,106.138,100686.27713959274,Buy
3,VN:BMP,2024-10-08,592897.2018715772,101.386,96178.36113432275,Sell
4,VN:BMP,2024-10-18,577153.5653569476,107.056,98860.40334856542,Buy
5,VN:BMP,2024-11-21,577153.5653569476,104.55,96546.2484129102,Sell
6,VN:BMP,2024-12-25,556732.9512289139,119.796,106711.00900067035,Buy
7,VN:BMP,2025-01-07,556732.9512289139,117.531,104693.40878541676,Sell
0,VN:BSI,2021-08-17,1419872.463127596,19.227314500000002,43680.535037510315,Buy
1,VN:BSI,2021-08-27,1419872.463127596,20.381431,46302.452217656224,Sell
