,value
Annual return,0.3045077826749467
Cumulative returns,3.1277710138549137
Annual volatility,0.20470667364285475
Sharpe ratio,1.401772317439098
Calmar ratio,1.4472615464734282
Stability,0.8896708549790063
Max drawdown,-0.21040273157049397
Omega ratio,1.2614048349938183
Sortino ratio,2.0228452082832264
Skew,-0.3739623593418087
Kurtosis,0.8976555562606632
Tail ratio,0.9740335333701224
Daily value at risk,-0.024651917673743876
Alpha,0.2300130301485417
Beta,0.6734060026842248
