,value
Annual return,0.6806461837155366
Cumulative returns,14.941905591817589
Annual volatility,0.24985794245481951
Sharpe ratio,2.205022666182075
Calmar ratio,2.802204423862825
Stability,0.9116281056497337
Max drawdown,-0.24289669159014077
Omega ratio,1.4568733000976866
Sortino ratio,3.3376248450566863
Skew,-0.2723942024831054
Kurtosis,1.863924634293232
Tail ratio,1.062051511677711
Daily value at risk,-0.0292928623790412
Alpha,0.5726225736841075
Beta,0.8247872319619355
