,value
Annual return,0.5471946613712881
Cumulative returns,9.254310027999544
Annual volatility,0.2521508431448738
Sharpe ratio,1.858364463633455
Calmar ratio,2.1144832448670914
Stability,0.8602544388820015
Max drawdown,-0.25878410845751715
Omega ratio,1.3969384398024873
Sortino ratio,2.8670104222116906
Skew,-0.12916007254713077
Kurtosis,1.4473292359937382
Tail ratio,1.1202935145486095
Daily value at risk,-0.029908543331997835
Alpha,0.48578655520731884
Beta,0.6100679166169709
