date,symbol,realized_forward_return,predicted_class,realized_class,score,class_0_prob,class_1_prob,class_2_prob,class_3_prob,class_4_prob,class_3_4_prob,score_prob,target_weight
2021-01-04,VN:LPB,0.0908564814814814,4,4.0,0.7070015392675881,0.19058665491203475,0.18856054403960298,0.12849235438933704,0.10017297342290749,0.3921874732361177,0.4923604466590252,0.348099593662408,0.25
2021-01-04,VN:DCM,0.007092198581560405,4,1.0,0.6864500814195715,0.18542784314283844,0.18487092714852893,0.15066800899305932,0.09746148364647117,0.3815717370691021,0.47903322071557325,0.32883239336288483,0.25
2021-01-04,VN:VPB,0.0,4,1.0,0.5944877502427568,0.21062278355925892,0.17410353734139175,0.14200056339803296,0.11499124620064143,0.358281869500675,0.4732731157013164,0.28135506980365554,0.25
2021-01-04,VN:BSI,0.13533834586466176,4,4.0,0.5923504263732551,0.2103404536072876,0.17521060872666083,0.14181022240362895,0.11483710173638834,0.35780161352603423,0.47263871526242257,0.2799677445062035,0.25
2021-01-14,VN:LPB,-0.166751398068124,4,0.0,0.8706819126704193,0.1862185583545375,0.15064664072806655,0.1329378475774985,0.09841259495606575,0.43178435838383167,0.5301969533398974,0.4616328974260109,0.25
2021-01-14,VN:EVF,-0.25233644859813087,4,0.0,0.8706106880125198,0.18632107417818683,0.150729577221585,0.13301103910770895,0.09791625744353957,0.43202205204897964,0.5299383094925192,0.4613699562314738,0.25
2021-01-14,VN:VIX,-0.08756510416666674,4,0.0,0.7718991854220871,0.18216144495721326,0.17148005451321438,0.14277354947407397,0.10152636165838355,0.4020585893971148,0.5035849510554984,0.3887168135105608,0.25
2021-01-14,VN:FTS,-0.20960698689956336,4,0.0,0.7414481697652898,0.19719066775164007,0.1595228576766806,0.14077064080303966,0.1060975691803343,0.3964182645883054,0.5025158337686397,0.37258944522583654,0.25
2021-01-26,VN:DXG,0.1045454545454545,4,4.0,0.6894260038692055,0.21379101810793497,0.15451069975596518,0.14417585086036394,0.0955242769930835,0.3919981542826524,0.4875224312757359,0.33611064159103,0.25
2021-01-26,VN:HDC,0.1130653266331656,4,4.0,0.6760774101580347,0.2120990658358157,0.16119115824142882,0.14303483919643584,0.094779055053932,0.38889588167238764,0.48367493672631967,0.3270016985802815,0.25
2021-01-26,VN:HDG,-0.02243192235103808,4,0.0,0.6760738910707127,0.21210134729365457,0.1611929028781912,0.1430363750816742,0.09476931785161354,0.3889000568948665,0.48366937474648003,0.32699623617659146,0.25
2021-01-26,VN:SSI,0.040599769319492385,4,2.0,0.6760738910707127,0.21210134729365457,0.1611929028781912,0.1430363750816742,0.09476931785161354,0.3889000568948665,0.48366937474648003,0.32699623617659146,0.25
2021-02-05,VN:DXG,0.02666666666666684,4,2.0,0.6751249255565954,0.2127226958899686,0.16166510575767212,0.14345539571883545,0.09211749240318341,0.39003931023034044,0.48215680263352384,0.32551607548456385,0.25
2021-02-05,VN:VIB,0.23173963744301918,4,4.0,0.6741132140159607,0.20844270288944244,0.1689189225435257,0.1405690759420395,0.09314517676830292,0.38892412185668945,0.48206929862499237,0.32496928427451355,0.25
2021-02-05,VN:VPB,0.10130856901646257,4,4.0,0.6213098027300015,0.22245147162867604,0.15791188768714248,0.1450665498177167,0.09979281946244908,0.3747772714040157,0.47457009086646473,0.29485504953780206,0.25
2021-02-05,VN:SJS,0.12569832402234637,4,4.0,0.5962256698956863,0.2214822371635341,0.16258839136187117,0.14936264193123525,0.09896082652272642,0.36760590302063306,0.4665667295433595,0.27817906087302896,0.25
2021-02-24,VN:VIB,0.161850290989364,4,4.0,0.7800013224780855,0.20197512660865025,0.15525272835610945,0.13620749420391381,0.09024482422124201,0.4163198266100845,0.5065646508313265,0.3951210975690843,0.25
2021-02-24,VN:SJS,-0.02676399026763987,4,0.0,0.6894260038692055,0.21379101810793497,0.15451069975596518,0.14417585086036394,0.0955242769930835,0.3919981542826524,0.4875224312757359,0.33611064159103,0.25
2021-02-24,VN:NKG,0.3374233128834354,4,4.0,0.6817815554407471,0.2174688461045749,0.15437484017573058,0.14181722911919994,0.09396158298792814,0.39237750161256646,0.4863390846004946,0.3315770175705543,0.25
2021-02-24,VN:DXG,0.00628930817610085,4,1.0,0.6751249255565954,0.2127226958899686,0.16166510575767212,0.14345539571883545,0.09211749240318341,0.39003931023034044,0.48215680263352384,0.32551607548456385,0.25
2021-03-08,VN:DCM,0.014925373134328401,4,1.0,0.7925231266940991,0.20339361262503797,0.1493096720787309,0.13716409385093556,0.0908889201564905,0.4192437012888051,0.5101326214452956,0.40429190017648287,0.25
2021-03-08,VN:NKG,0.002309468822170979,4,1.0,0.6864187372687272,0.2269527498923652,0.14413996255606357,0.13924201040330544,0.09226581591763817,0.39739946123062764,0.4896652771482658,0.3361154212244539,0.25
2021-03-08,VN:VIB,0.015044786503174201,4,1.0,0.6864187372687272,0.2269527498923652,0.14413996255606357,0.13924201040330544,0.09226581591763817,0.39739946123062764,0.4896652771482658,0.3361154212244539,0.25
2021-03-08,VN:LPB,0.018961765620143067,4,2.0,0.7002889938674046,0.2124330119224862,0.15594542142708168,0.14326004790708458,0.09199205854529185,0.39636946019805563,0.4883615187433475,0.3419941966043365,0.25
2021-03-18,VN:LPB,0.08294654888456354,4,4.0,0.7011632405481467,0.21181336518704963,0.15549053599291748,0.14284216186796492,0.09464065197052028,0.39521328498154773,0.489853936952068,0.34346757382857956,0.25
2021-03-18,VN:VPB,0.013080801199073289,4,1.0,0.685328021645546,0.21327242255210876,0.15656159818172455,0.14382611215114594,0.09529256820678711,0.39104729890823364,0.48633986711502075,0.3333023389772949,0.25
2021-03-18,VN:DCM,0.028653295128939993,4,2.0,0.6739783934944389,0.22527856306071767,0.1504534676806172,0.13821484560414687,0.09158519183353162,0.3944679318209866,0.48605312365451825,0.3275893034336261,0.25
2021-03-18,VN:NKG,0.06181015452538641,4,3.0,0.6420519245282389,0.23130496535614029,0.1469040705831072,0.14191221123672162,0.094035166324233,0.3858435864997979,0.4798787528240309,0.3081070767908801,0.25
2021-03-30,VN:LPB,0.07222457328255039,4,3.0,0.7925231266940991,0.20339361262503797,0.1493096720787309,0.13716409385093556,0.0908889201564905,0.4192437012888051,0.5101326214452956,0.40429190017648287,0.25
2021-03-30,VN:SHB,0.10643591130340724,4,4.0,0.6856545750601716,0.2101986047566353,0.16157388205606096,0.14500264391295184,0.09102447059677629,0.3922003986775756,0.48322486927435193,0.33132534240081274,0.25
2021-03-30,VN:NKG,0.0903225806451613,4,4.0,0.6420519245282389,0.23130496535614029,0.1469040705831072,0.14191221123672162,0.094035166324233,0.3858435864997979,0.4798787528240309,0.3081070767908801,0.25
2021-03-30,VN:HSG,0.1327967806841046,4,4.0,0.6562053812681025,0.21467030898719106,0.16557394964772612,0.14329206516468332,0.08913553985549391,0.3873281363449056,0.47646367620039953,0.31265802830148487,0.25
2021-04-09,VN:LPB,0.1266469481043293,4,4.0,0.8057424219173914,0.20489358022491874,0.1430360866497781,0.13817564064787746,0.09155920420763505,0.42233548826979067,0.5138946924774257,0.4140667541272541,0.25
2021-04-09,VN:VND,0.014206275717617567,4,1.0,0.7133470134935829,0.21572958254411195,0.15654263133619176,0.13547609948331266,0.08770312499557621,0.40454856164080744,0.49225168663638363,0.3511462705492433,0.25
2021-04-09,VN:EVF,-0.08800000000000008,4,0.0,0.6887935651659007,0.21027319446613185,0.1616312289481048,0.14180352005069732,0.09395249327946445,0.3923395632556016,0.486292056535066,0.33495483933264586,0.25
2021-04-09,VN:VPB,0.16525479814692257,4,4.0,0.6788729423788364,0.2112636173696689,0.15508695743589293,0.15189037538064828,0.09439500744365123,0.38736404237013866,0.4817590498137899,0.32705318366472,0.25
2021-04-22,VN:LPB,0.1808151609553479,4,4.0,0.7672113907874478,0.20016053468108574,0.15965025245882758,0.1381655196708852,0.08944418347957866,0.41257950970962276,0.5020236931892015,0.38515829585993827,0.25
2021-04-22,VN:SHB,-0.05881813176729678,4,0.0,0.6751249255565954,0.2127226958899686,0.16166510575767212,0.14345539571883545,0.09211749240318341,0.39003931023034044,0.48215680263352384,0.32551607548456385,0.25
2021-04-22,VN:NKG,0.27091633466135456,4,4.0,0.6297082685744404,0.2295661964364455,0.15331697121299123,0.14084542972939992,0.09332828760158372,0.3829431150195796,0.47627140262116335,0.299912040316093,0.25
2021-04-22,VN:VND,0.1885714285714284,4,4.0,0.6221629985482618,0.22433214725301218,0.1627850146139046,0.14087844419771597,0.09120043706895549,0.3808039568664118,0.47200439393536725,0.2936636690587831,0.25
2021-05-06,VN:LPB,0.12507333098674178,4,4.0,0.7356672922422396,0.20882887827114943,0.14578330299581135,0.15013988092333255,0.09331773082438512,0.40193020698532156,0.49524793780970666,0.36433770939702,0.25
2021-05-06,VN:HSG,0.08884607150503099,4,4.0,0.6739783934944389,0.22527856306071767,0.1504534676806172,0.13821484560414687,0.09158519183353162,0.3944679318209866,0.48605312365451825,0.3275893034336261,0.25
2021-05-06,VN:NKG,0.08896797153024916,4,4.0,0.6420519245282389,0.23130496535614029,0.1469040705831072,0.14191221123672162,0.094035166324233,0.3858435864997979,0.4798787528240309,0.3081070767908801,0.25
2021-05-06,VN:VND,0.17447916666666674,4,4.0,0.6455902149792112,0.22802799469357704,0.15228969539506862,0.13990170388974416,0.09270295915169831,0.38707764686991186,0.47978060602161016,0.30974166458434754,0.25
2021-05-18,VN:FTS,0.4811798099469333,4,4.0,0.7925209284943204,0.2033957212657374,0.1493112124605296,0.13716549966982752,0.09087955816269579,0.4192480084412097,0.5101275666039055,0.4042867727354754,0.25
2021-05-18,VN:VND,0.48905109489051113,4,4.0,0.6739783934944389,0.22527856306071767,0.1504534676806172,0.13821484560414687,0.09158519183353162,0.3944679318209866,0.48605312365451825,0.3275893034336261,0.25
2021-05-18,VN:STB,0.1996336996336996,4,4.0,0.6760774101580347,0.2120990658358157,0.16119115824142882,0.14303483919643584,0.094779055053932,0.38889588167238764,0.48367493672631967,0.3270016985802815,0.25
