date,symbol,open,high,low,close,volume
2022-09-26,VN:FUCTVGF4,12.1,12.1,12.1,12.1,600.0
2022-09-27,VN:FUCTVGF4,12.3,12.3,12.3,12.3,200.0
2022-09-28,VN:FUCTVGF4,13.15,13.15,13.15,13.15,100.0
2022-09-29,VN:FUCTVGF4,13.15,13.5,13.15,13.5,200.0
2022-09-30,VN:FUCTVGF4,14.4,14.4,14.4,14.4,100.0
2022-10-03,VN:FUCTVGF4,14.5,14.6,14.5,14.6,1000.0
2022-10-05,VN:FUCTVGF4,15.6,15.6,15.6,15.6,100.0
2022-10-06,VN:FUCTVGF4,16.65,16.65,16.65,16.65,500.0
2022-10-07,VN:FUCTVGF4,17.8,17.8,17.8,17.8,100.0
2022-10-11,VN:FUCTVGF4,20.25,20.25,20.25,20.25,200.0
2022-10-12,VN:FUCTVGF4,21.55,21.6,21.55,21.6,200.0
2022-10-13,VN:FUCTVGF4,21.5,21.5,21.5,21.5,100.0
2022-10-18,VN:FUCTVGF4,20.0,20.0,20.0,20.0,100.0
2022-11-03,VN:FUCTVGF4,18.6,18.6,18.6,18.6,100.0
2022-11-08,VN:FUCTVGF4,17.3,17.3,17.3,17.3,100.0
2022-11-09,VN:FUCTVGF4,16.1,16.1,16.1,16.1,100.0
2022-11-10,VN:FUCTVGF4,16.05,16.05,16.05,16.05,100.0
2022-11-11,VN:FUCTVGF4,16.0,16.0,16.0,16.0,100.0
2022-11-15,VN:FUCTVGF4,14.9,14.9,14.9,14.9,100.0
2022-11-18,VN:FUCTVGF4,13.9,13.9,13.9,13.9,100.0
2022-11-22,VN:FUCTVGF4,12.95,12.95,12.95,12.95,100.0
2022-11-23,VN:FUCTVGF4,12.05,12.05,12.05,12.05,100.0
2022-11-24,VN:FUCTVGF4,11.25,11.25,11.25,11.25,100.0
2022-11-25,VN:FUCTVGF4,10.5,10.5,10.5,10.5,100.0
2022-11-28,VN:FUCTVGF4,9.78,9.78,9.78,9.78,100.0
2022-11-29,VN:FUCTVGF4,9.95,9.95,9.95,9.95,100.0
2022-11-30,VN:FUCTVGF4,9.26,9.26,9.26,9.26,600.0
2022-12-01,VN:FUCTVGF4,8.62,8.62,8.62,8.62,100.0
2022-12-02,VN:FUCTVGF4,8.02,8.02,8.02,8.02,100.0
2022-12-05,VN:FUCTVGF4,7.46,7.46,7.46,7.46,100.0
2022-12-06,VN:FUCTVGF4,6.94,6.95,6.94,6.95,600.0
2022-12-07,VN:FUCTVGF4,6.47,6.47,6.47,6.47,100.0
2022-12-08,VN:FUCTVGF4,6.02,6.03,6.02,6.03,200.0
2022-12-09,VN:FUCTVGF4,6.45,6.45,6.45,6.45,100.0
2022-12-12,VN:FUCTVGF4,6.9,6.9,6.9,6.9,100.0
2022-12-13,VN:FUCTVGF4,7.38,7.38,7.38,7.38,100.0
2022-12-14,VN:FUCTVGF4,7.0,7.89,7.0,7.89,200.0
2022-12-15,VN:FUCTVGF4,7.4,8.44,7.4,8.44,900.0
2022-12-16,VN:FUCTVGF4,9.03,9.03,9.03,9.03,100.0
2022-12-19,VN:FUCTVGF4,8.67,9.66,8.67,9.66,200.0
2022-12-20,VN:FUCTVGF4,10.2,10.2,10.2,10.2,200.0
2022-12-21,VN:FUCTVGF4,10.8,10.8,9.49,10.8,900.0
2022-12-22,VN:FUCTVGF4,11.5,11.5,11.5,11.5,400.0
2022-12-23,VN:FUCTVGF4,12.2,12.2,10.7,10.7,200.0
2022-12-26,VN:FUCTVGF4,10.75,11.4,10.75,11.4,200.0
2022-12-27,VN:FUCTVGF4,12.15,12.15,12.15,12.15,200.0
2022-12-28,VN:FUCTVGF4,13.0,13.0,13.0,13.0,200.0
2022-12-29,VN:FUCTVGF4,13.9,13.9,13.9,13.9,100.0
2022-12-30,VN:FUCTVGF4,14.8,14.85,14.8,14.85,200.0
2023-02-20,VN:FUCTVGF4,14.85,14.85,14.85,14.85,100.0
2023-03-30,VN:FUCTVGF4,14.85,14.85,14.85,14.85,300.0
