date,symbol,open,high,low,close,volume
2022-01-07,VN:FUEKIV30,12.14,12.14,10.06,10.15,3218300.0
2022-01-10,VN:FUEKIV30,10.25,10.35,10.02,10.03,288200.0
2022-01-11,VN:FUEKIV30,10.73,10.73,9.86,9.99,291900.0
2022-01-12,VN:FUEKIV30,9.95,10.04,9.78,10.04,171500.0
2022-01-13,VN:FUEKIV30,10.12,10.74,10.0,10.1,152500.0
2022-01-14,VN:FUEKIV30,10.0,10.12,9.96,10.03,152700.0
2022-01-17,VN:FUEKIV30,10.02,10.02,9.75,9.76,82700.0
2022-01-18,VN:FUEKIV30,9.76,9.76,9.65,9.7,69500.0
2022-01-19,VN:FUEKIV30,9.76,9.81,9.7,9.71,55800.0
2022-01-20,VN:FUEKIV30,9.73,9.8,9.69,9.8,65900.0
2022-01-21,VN:FUEKIV30,9.8,9.85,9.76,9.83,58600.0
2022-01-24,VN:FUEKIV30,9.81,9.81,9.6,9.6,89700.0
2022-01-25,VN:FUEKIV30,9.59,9.84,9.59,9.8,60600.0
2022-01-26,VN:FUEKIV30,9.9,9.99,9.9,9.93,82400.0
2022-01-27,VN:FUEKIV30,9.95,9.95,9.85,9.94,82600.0
2022-01-28,VN:FUEKIV30,9.93,10.01,9.93,10.01,142900.0
2022-02-07,VN:FUEKIV30,10.2,10.2,10.05,10.08,95300.0
2022-02-08,VN:FUEKIV30,10.1,10.12,9.95,10.1,87900.0
2022-02-09,VN:FUEKIV30,10.09,10.22,10.09,10.16,63900.0
2022-02-10,VN:FUEKIV30,10.2,10.2,10.06,10.06,107100.0
2022-02-11,VN:FUEKIV30,10.1,10.15,10.1,10.14,65600.0
2022-02-14,VN:FUEKIV30,10.14,10.14,9.97,9.97,68600.0
2022-02-15,VN:FUEKIV30,9.93,9.97,9.9,9.97,104000.0
2022-02-16,VN:FUEKIV30,10.03,10.03,9.93,9.95,62100.0
2022-02-17,VN:FUEKIV30,9.98,10.04,9.98,10.04,84400.0
2022-02-18,VN:FUEKIV30,10.05,10.05,9.95,9.98,59000.0
2022-02-21,VN:FUEKIV30,10.08,10.08,9.95,9.96,121400.0
2022-02-22,VN:FUEKIV30,10.03,10.03,9.83,9.89,130700.0
2022-02-23,VN:FUEKIV30,9.96,10.09,9.96,10.0,65700.0
2022-02-24,VN:FUEKIV30,10.0,10.03,9.9,9.95,75500.0
2022-02-25,VN:FUEKIV30,10.0,10.05,9.95,9.95,56900.0
2022-02-28,VN:FUEKIV30,9.96,9.96,9.87,9.95,83400.0
2022-03-01,VN:FUEKIV30,9.95,9.97,9.93,9.96,56900.0
2022-03-02,VN:FUEKIV30,9.96,9.96,9.82,9.92,82100.0
2022-03-03,VN:FUEKIV30,9.91,9.93,9.83,9.92,80200.0
2022-03-04,VN:FUEKIV30,9.94,9.96,9.9,9.9,57200.0
2022-03-07,VN:FUEKIV30,9.9,9.9,9.8,9.82,97000.0
2022-03-08,VN:FUEKIV30,9.82,9.82,9.75,9.75,62000.0
2022-03-09,VN:FUEKIV30,9.73,9.75,9.7,9.72,57200.0
2022-03-10,VN:FUEKIV30,9.74,9.84,9.74,9.76,54900.0
2022-03-11,VN:FUEKIV30,9.75,9.75,9.65,9.69,64600.0
2022-03-14,VN:FUEKIV30,9.65,9.65,9.53,9.57,60500.0
2022-03-15,VN:FUEKIV30,9.57,9.58,9.5,9.57,65100.0
2022-03-16,VN:FUEKIV30,9.58,9.6,9.58,9.59,54000.0
2022-03-17,VN:FUEKIV30,9.69,9.69,9.58,9.58,52600.0
2022-03-18,VN:FUEKIV30,9.66,9.66,9.62,9.65,54100.0
2022-03-21,VN:FUEKIV30,9.62,9.7,9.62,9.65,55400.0
2022-03-22,VN:FUEKIV30,9.89,9.89,9.75,9.8,54700.0
2022-03-23,VN:FUEKIV30,9.8,9.87,9.76,9.81,53600.0
2022-03-24,VN:FUEKIV30,9.81,9.81,9.73,9.8,52300.0
2022-03-25,VN:FUEKIV30,9.8,9.8,9.72,9.79,53500.0
2022-03-28,VN:FUEKIV30,9.79,9.79,9.63,9.7,56200.0
2022-03-29,VN:FUEKIV30,9.7,9.74,9.7,9.71,63200.0
2022-03-30,VN:FUEKIV30,9.74,9.8,9.73,9.76,52100.0
2022-03-31,VN:FUEKIV30,9.76,9.9,9.76,9.9,79300.0
2022-04-01,VN:FUEKIV30,9.81,9.99,9.77,9.9,76800.0
2022-04-04,VN:FUEKIV30,10.02,10.03,9.89,9.97,57400.0
2022-04-05,VN:FUEKIV30,9.99,10.2,9.98,10.04,63900.0
2022-04-06,VN:FUEKIV30,10.0,10.11,9.99,10.11,70300.0
2022-04-07,VN:FUEKIV30,10.09,10.15,10.03,10.03,54800.0
2022-04-08,VN:FUEKIV30,10.06,10.11,10.02,10.02,70900.0
2022-04-12,VN:FUEKIV30,10.01,10.03,9.95,10.03,55900.0
2022-04-13,VN:FUEKIV30,9.99,10.0,9.9,10.0,53900.0
2022-04-14,VN:FUEKIV30,10.0,10.04,9.95,9.95,56300.0
2022-04-15,VN:FUEKIV30,9.94,9.98,9.87,9.87,52600.0
2022-04-18,VN:FUEKIV30,9.88,9.88,9.69,9.79,73300.0
2022-04-19,VN:FUEKIV30,9.8,10.0,9.58,9.59,57000.0
2022-04-20,VN:FUEKIV30,9.59,9.59,9.49,9.54,57300.0
2022-04-21,VN:FUEKIV30,9.55,9.55,9.31,9.53,60500.0
2022-04-22,VN:FUEKIV30,9.42,9.48,9.34,9.4,57600.0
2022-04-25,VN:FUEKIV30,9.3,9.42,9.0,9.05,355500.0
2022-04-26,VN:FUEKIV30,8.84,9.11,8.55,9.02,62500.0
2022-04-27,VN:FUEKIV30,9.0,9.0,8.86,9.0,57300.0
2022-04-28,VN:FUEKIV30,9.07,9.15,9.07,9.1,53900.0
2022-04-29,VN:FUEKIV30,9.1,9.25,9.04,9.17,58200.0
2022-05-04,VN:FUEKIV30,9.17,9.17,9.1,9.1,3500.0
2022-05-05,VN:FUEKIV30,9.1,9.16,9.02,9.16,58300.0
2022-05-06,VN:FUEKIV30,9.03,9.45,8.87,8.87,76800.0
2022-05-09,VN:FUEKIV30,8.9,8.9,8.5,8.5,59100.0
2022-05-10,VN:FUEKIV30,8.49,8.72,8.39,8.66,54000.0
2022-05-11,VN:FUEKIV30,8.69,8.69,8.58,8.58,51500.0
2022-05-12,VN:FUEKIV30,8.64,8.64,8.25,8.25,59700.0
2022-05-13,VN:FUEKIV30,8.25,8.33,7.96,7.96,54800.0
2022-05-16,VN:FUEKIV30,8.17,8.19,7.92,7.92,56900.0
2022-05-17,VN:FUEKIV30,7.78,8.32,7.78,8.32,57200.0
2022-05-18,VN:FUEKIV30,8.35,8.42,8.22,8.36,53300.0
2022-05-19,VN:FUEKIV30,8.16,8.35,8.16,8.35,50500.0
2022-05-20,VN:FUEKIV30,8.35,8.51,8.22,8.24,57600.0
2022-05-23,VN:FUEKIV30,8.28,8.28,8.0,8.0,60500.0
2022-05-24,VN:FUEKIV30,8.11,8.25,8.04,8.25,53100.0
2022-05-25,VN:FUEKIV30,8.25,8.4,8.22,8.37,53100.0
2022-05-26,VN:FUEKIV30,8.55,8.55,8.41,8.42,54600.0
2022-05-27,VN:FUEKIV30,8.49,8.66,8.47,8.47,65400.0
2022-05-30,VN:FUEKIV30,8.59,8.75,8.57,8.75,55700.0
2022-05-31,VN:FUEKIV30,8.64,8.67,8.6,8.6,54300.0
2022-06-01,VN:FUEKIV30,8.64,8.78,8.64,8.66,56200.0
2022-06-02,VN:FUEKIV30,8.66,8.72,8.6,8.6,53500.0
2022-06-03,VN:FUEKIV30,8.71,8.71,8.58,8.59,58900.0
2022-06-06,VN:FUEKIV30,8.61,8.69,8.61,8.65,52200.0
2022-06-07,VN:FUEKIV30,8.57,8.58,8.47,8.58,57200.0
2022-06-08,VN:FUEKIV30,8.63,8.79,8.62,8.73,56500.0
2022-06-09,VN:FUEKIV30,8.7,8.77,8.66,8.77,55800.0
2022-06-10,VN:FUEKIV30,8.7,8.72,8.65,8.65,54700.0
2022-06-13,VN:FUEKIV30,8.43,8.45,8.28,8.3,57000.0
2022-06-14,VN:FUEKIV30,8.2,8.32,8.2,8.21,53200.0
2022-06-15,VN:FUEKIV30,8.26,8.27,8.17,8.17,52900.0
2022-06-16,VN:FUEKIV30,8.26,8.57,8.26,8.57,53300.0
2022-06-17,VN:FUEKIV30,8.23,8.47,8.04,8.16,57900.0
2022-06-20,VN:FUEKIV30,8.16,8.16,8.06,8.11,54200.0
2022-06-21,VN:FUEKIV30,7.94,8.12,7.94,8.0,51400.0
2022-06-22,VN:FUEKIV30,8.05,8.11,8.0,8.0,53300.0
2022-06-23,VN:FUEKIV30,8.03,8.06,8.0,8.03,52300.0
2022-06-24,VN:FUEKIV30,8.15,8.55,8.09,8.09,53400.0
2022-06-27,VN:FUEKIV30,8.17,8.17,8.13,8.16,52400.0
2022-06-28,VN:FUEKIV30,8.27,8.27,8.16,8.27,52900.0
2022-06-29,VN:FUEKIV30,8.27,8.27,8.22,8.23,56600.0
2022-06-30,VN:FUEKIV30,8.27,8.27,8.12,8.12,50800.0
2022-07-01,VN:FUEKIV30,8.1,8.55,8.03,8.1,2300.0
2022-07-04,VN:FUEKIV30,8.21,8.24,8.14,8.14,54500.0
2022-07-05,VN:FUEKIV30,8.16,8.16,8.08,8.1,52600.0
2022-07-06,VN:FUEKIV30,8.06,8.07,7.96,7.96,58100.0
2022-07-07,VN:FUEKIV30,7.93,8.02,7.91,8.0,2100.0
2022-07-08,VN:FUEKIV30,8.06,8.06,8.01,8.01,53800.0
2022-07-11,VN:FUEKIV30,7.95,7.98,7.86,7.86,55800.0
2022-07-12,VN:FUEKIV30,7.89,7.95,7.89,7.95,53200.0
2022-07-13,VN:FUEKIV30,7.95,8.0,7.95,7.96,53600.0
2022-07-14,VN:FUEKIV30,7.92,7.94,7.92,7.94,52700.0
2022-07-15,VN:FUEKIV30,7.97,8.0,7.96,8.0,52200.0
2022-07-18,VN:FUEKIV30,8.04,8.04,8.0,8.0,55100.0
2022-07-19,VN:FUEKIV30,7.95,7.97,7.94,7.96,52400.0
2022-07-20,VN:FUEKIV30,8.03,8.05,8.01,8.05,54100.0
2022-07-21,VN:FUEKIV30,8.06,8.09,8.05,8.09,52400.0
2022-07-22,VN:FUEKIV30,8.09,8.1,8.07,8.07,51800.0
2022-07-25,VN:FUEKIV30,8.03,8.04,8.01,8.01,51000.0
2022-07-26,VN:FUEKIV30,8.0,8.07,8.0,8.04,55400.0
2022-07-27,VN:FUEKIV30,8.04,8.04,8.0,8.0,50900.0
2022-07-28,VN:FUEKIV30,8.07,8.12,8.07,8.1,53500.0
2022-07-29,VN:FUEKIV30,8.12,8.12,8.1,8.11,51400.0
2022-08-01,VN:FUEKIV30,8.13,8.19,8.11,8.19,52400.0
2022-08-02,VN:FUEKIV30,8.16,8.26,8.1,8.26,55000.0
2022-08-03,VN:FUEKIV30,8.21,8.26,8.17,8.22,51000.0
2022-08-04,VN:FUEKIV30,8.23,8.28,8.2,8.28,57400.0
2022-08-05,VN:FUEKIV30,8.29,8.3,8.25,8.3,55400.0
2022-08-08,VN:FUEKIV30,8.3,8.39,8.29,8.39,58100.0
