Order Id,Column,Index,Size,Price,Fees,Side
0,VN:ANV,2022-09-20,3882292.55580939,20.3874578,126640.12103810906,Buy
1,VN:ANV,2022-09-22,3882292.55580939,20.253915499999998,125810.60059462786,Sell
2,VN:ANV,2025-09-03,10303448.011377601,25.99216935,428494.34496103576,Buy
3,VN:ANV,2025-09-15,10303448.011377601,28.267089199999997,465997.57440827717,Sell
4,VN:ANV,2025-10-07,8996076.65386058,29.186737649999998,420105.8066808298,Buy
5,VN:ANV,2025-10-17,8996076.65386058,30.929229449999998,445186.7503632674,Sell
0,VN:BCM,2022-02-11,58200.55827708387,74.96,6980.342157520354,Buy
1,VN:BCM,2022-02-23,58200.55827708387,78.845,7342.116827770684,Sell
2,VN:BCM,2022-08-15,1051403.7566477316,76.192,128173.68804241717,Buy
3,VN:BCM,2022-09-08,1051403.7566477316,83.394,140289.22381100952,Sell
0,VN:BID,2023-02-21,2216954.031888721,33.5489175,119002.25266740333,Buy
1,VN:BID,2023-03-01,2216954.031888721,33.1136883,117458.4396598262,Sell
0,VN:BMP,2023-05-15,1248124.0140103167,57.327,114481.92856188118,Buy
1,VN:BMP,2023-05-25,1248124.0140103167,57.82,115466.44878412242,Sell
2,VN:BMP,2024-09-26,1076047.832262228,106.138,182735.30371303856,Buy
3,VN:BMP,2024-10-01,1076047.832262228,97.551,167951.26733602016,Sell
4,VN:BMP,2024-10-18,1104197.9984829184,107.056,189137.6334809397,Buy
5,VN:BMP,2024-11-20,1104197.9984829184,104.201,184093.65702386972,Sell
6,VN:BMP,2024-12-25,788133.9853896842,119.796,151064.47826199234,Buy
7,VN:BMP,2025-01-02,788133.9853896842,115.963,146231.01015639032,Sell
8,VN:BMP,2026-03-23,2288852.6696896,114.61,419720.6471570001,Buy
9,VN:BMP,2026-04-24,2288852.6696896,139.008,509070.13105313916,Sell
0,VN:BSI,2021-01-05,3308575.5930282623,10.074829,53333.333333333336,Buy
1,VN:BSI,2021-01-15,3308575.5930282623,12.345213,65352.11267605634,Sell
2,VN:BSI,2021-05-31,604653.8502781978,14.1899,13727.964272100478,Buy
3,VN:BSI,2021-06-09,604653.8502781978,14.1899,13727.964272100156,Sell
4,VN:BSI,2023-04-06,4173997.9149986426,18.855525,125924.67525792767,Buy
5,VN:BSI,2023-06-28,4173997.9149986426,25.304114549999998,168990.91419613888,Sell
6,VN:BSI,2023-07-10,500511.20217834343,26.6103054,21310.009513739496,Buy
7,VN:BSI,2023-07-20,500511.20217834343,26.9408682,21574.730128816485,Sell
8,VN:BSI,2024-01-19,2493221.98040093,42.3120384,168789.28667911887,Buy
9,VN:BSI,2024-02-19,2493221.98040093,44.625978,178019.95079438135,Sell
10,VN:BSI,2024-04-15,31201.22882981236,48.344809500000004,2413.4679423091,Buy
11,VN:BSI,2024-04-19,31201.22882981236,41.1550686,2054.541940632361,Sell
12,VN:BSI,2025-11-20,5040156.853613554,41.0,330634.28959706426,Buy
13,VN:BSI,2025-12-02,5040156.853613554,39.05,314909.00021377485,Sell
14,VN:BSI,2026-01-07,8440024.408181189,34.792,469832.526735127,Buy
15,VN:BSI,2026-01-19,8440024.408181189,37.245,502957.9345323334,Sell
0,VN:BVH,2026-02-10,3850393.250710547,74.9,461431.127165152,Buy
1,VN:BVH,2026-03-10,3850393.250710547,71.3,439252.86204105924,Sell
0,VN:CII,2021-07-14,3996511.2572609894,12.1674215,77803.57919454302,Buy
1,VN:CII,2021-07-26,3996511.2572609894,12.554919,80281.40018799981,Sell
2,VN:CII,2022-04-08,3414184.301672905,23.714847000000002,129546.97335035968,Buy
3,VN:CII,2022-04-13,3414184.301672905,22.474854999999998,122773.27539739967,Sell
4,VN:CII,2023-12-15,8159648.6056618625,13.226850899999999,172682.32880558074,Buy
5,VN:CII,2023-12-27,8159648.6056618625,13.306053599999998,173716.3547265632,Sell
0,VN:CMG,2024-09-16,2824629.4064707966,41.265,186493.3319328279,Buy
1,VN:CMG,2024-09-26,2824629.4064707966,42.165,190560.7982781458,Sell
2,VN:CMG,2024-10-08,2670229.663508205,40.692,173851.17674796283,Buy
3,VN:CMG,2024-10-18,2670229.663508205,42.657,182246.3788100312,Sell
4,VN:CMG,2025-04-02,4804376.176635276,34.95,268660.71579744463,Buy
5,VN:CMG,2025-04-04,4804376.176635276,30.269,232677.85998491704,Sell
0,VN:CTD,2023-04-28,2095396.0831400738,39.067,130977.34204805322,Buy
1,VN:CTD,2023-06-28,2095396.0831400738,45.887,153842.3041072777,Sell
